bowler_type,strike_rate,strike_rate_std,wickets,deliveries_per_wicket,deliveries,batter,index
Right arm Offbreak,0.0,0.0,1,2.0,2,JD Campbell,
Left arm Orthodox,100.0,0.0,0,inf,7,PSP Handscomb,
Right arm Fast,84.615,0.554700196225229,1,13.0,13,PSP Handscomb,
Right arm Legbreak,115.385,1.0681880176381127,0,inf,13,PSP Handscomb,
Left arm Orthodox,100.0,0.0,0,inf,3,UT Yadav,
Right arm Fast,76.0,1.128420725320717,1,25.0,25,UT Yadav,
Left arm Fast,135.849,1.6064095131527794,2,26.5,53,PBB Rajapaksa,
Left arm Orthodox,102.381,1.157964893483922,0,inf,42,PBB Rajapaksa,
Left arm Wrist spin,50.0,0.8366600265340756,1,6.0,6,PBB Rajapaksa,
Right arm Fast,140.411,1.8958348797708335,9,16.222,146,PBB Rajapaksa,
Right arm Legbreak,128.0,1.8347987591249582,2,37.5,75,PBB Rajapaksa,
Right arm Offbreak,132.653,1.637932577749066,2,24.5,49,PBB Rajapaksa,
Left arm Fast,136.17,1.7373834889292779,1,47.0,47,BOP Fernando,
Left arm Orthodox,50.0,0.5477225575051662,0,inf,6,BOP Fernando,
Left arm Wrist spin,0.0,,1,1.0,1,BOP Fernando,
Right arm Fast,61.538,1.2673412508688597,1,26.0,26,BOP Fernando,
Right arm Legbreak,178.571,1.5281246137553166,0,inf,14,BOP Fernando,
Right arm Offbreak,175.0,1.5,0,inf,4,BOP Fernando,
Left arm Fast,120.588,1.4930020959352412,3,11.333,34,PWH de Silva,
Left arm Orthodox,90.909,0.971454035826165,2,11.0,22,PWH de Silva,
Left arm Wrist spin,168.75,1.6350495701275216,1,32.0,32,PWH de Silva,
Right arm Fast,136.041,1.5376419256092357,13,15.154,197,PWH de Silva,
Right arm Legbreak,143.75,1.6317776848267085,5,12.8,64,PWH de Silva,
Right arm Offbreak,113.636,1.55212464354217,3,7.333,22,PWH de Silva,
Left arm Fast,120.968,1.5369391689058036,3,41.333,124,SPD Smith,
Left arm Orthodox,108.219,1.127354630411072,3,24.333,73,SPD Smith,
Left arm Wrist spin,91.176,0.9331486957680148,1,34.0,34,SPD Smith,
Right arm Fast,142.23,1.6241950682689814,13,22.769,296,SPD Smith,
Right arm Legbreak,104.0,1.2053751668792971,5,20.0,100,SPD Smith,
Right arm Offbreak,103.226,1.1303233533509864,3,20.667,62,SPD Smith,
Left arm Fast,63.889,0.7983117106128327,2,18.0,36,GSNFG Jayasuriya,
Left arm Orthodox,110.0,1.1972189997378648,1,10.0,10,GSNFG Jayasuriya,
Right arm Fast,98.78,1.5112246888609335,7,11.714,82,GSNFG Jayasuriya,
Right arm Legbreak,142.308,1.501281503864666,0,inf,26,GSNFG Jayasuriya,
Right arm Offbreak,72.222,1.4061024795535126,1,18.0,18,GSNFG Jayasuriya,
Left arm Fast,145.455,1.6932610156537788,5,13.2,66,Iftikhar Ahmed,
Left arm Orthodox,132.075,1.8581792670997184,1,53.0,53,Iftikhar Ahmed,
Left arm Wrist spin,74.074,0.5943705521611524,0,inf,27,Iftikhar Ahmed,
Right arm Fast,132.143,1.6027682650548731,15,14.933,224,Iftikhar Ahmed,
Right arm Legbreak,130.556,1.6769929325880166,1,108.0,108,Iftikhar Ahmed,
Right arm Offbreak,85.714,1.2909944487358054,0,inf,49,Iftikhar Ahmed,
Left arm Fast,104.545,1.3965015038360864,2,11.0,22,Khushdil Shah,
Left arm Orthodox,100.0,0.5345224838248488,0,inf,8,Khushdil Shah,
Left arm Wrist spin,40.0,0.5163977794943222,0,inf,10,Khushdil Shah,
Right arm Fast,95.775,1.3248894263113848,6,11.833,71,Khushdil Shah,
Right arm Legbreak,80.952,1.21450773402422,5,8.4,42,Khushdil Shah,
Right arm Offbreak,104.167,1.3981094896064243,1,24.0,24,Khushdil Shah,
Left arm Fast,110.0,1.286683937707919,0,inf,10,Mohammad Hasnain,
Right arm Fast,86.667,1.7674302033770735,1,15.0,15,Mohammad Hasnain,
Left arm Fast,118.519,1.664956387440756,4,6.75,27,T Bavuma,
Left arm Orthodox,113.043,1.1471451647396276,1,46.0,46,T Bavuma,
Right arm Fast,110.092,1.4838296083159381,10,21.8,218,T Bavuma,
Right arm Legbreak,119.444,1.545859805959952,5,7.2,36,T Bavuma,
Right arm Offbreak,126.0,1.242282297274838,0,inf,50,T Bavuma,
Left arm Fast,160.0,1.776388345929897,1,10.0,10,BC Fortuin,
Right arm Fast,80.0,1.2396943596157715,3,6.667,20,BC Fortuin,
Right arm Legbreak,140.0,1.51657508881031,0,inf,5,BC Fortuin,
Left arm Fast,129.592,1.587380541318978,10,9.8,98,MS Wade,
Left arm Orthodox,110.526,1.4102204808154215,5,11.4,57,MS Wade,
Left arm Wrist spin,128.571,0.9511897312113418,0,inf,7,MS Wade,
Right arm Fast,153.797,1.7857854114828526,10,31.6,316,MS Wade,
Right arm Legbreak,113.208,1.301444993504359,0,inf,53,MS Wade,
Right arm Offbreak,90.84,1.2369340612945403,4,32.75,131,MS Wade,
Left arm Fast,163.158,1.5709348354753423,2,9.5,19,MA Starc,
Left arm Orthodox,60.0,0.5477225575051661,0,inf,5,MA Starc,
Right arm Fast,80.769,1.265519048271681,3,8.667,26,MA Starc,
Right arm Legbreak,50.0,0.5477225575051661,0,inf,6,MA Starc,
Right arm Offbreak,100.0,,0,inf,1,MA Starc,
Left arm Fast,166.667,1.3662601021279464,1,6.0,6,PJ van Biljon,
Left arm Orthodox,94.737,1.223550580642996,1,19.0,19,PJ van Biljon,
Right arm Fast,137.5,1.4973094148742165,1,32.0,32,PJ van Biljon,
Right arm Legbreak,84.615,1.6251232694862383,2,6.5,13,PJ van Biljon,
Left arm Fast,40.0,0.5477225575051662,0,inf,5,A Nortje,
Left arm Orthodox,0.0,0.0,1,2.0,2,A Nortje,
Right arm Fast,31.25,0.47871355387816905,1,16.0,16,A Nortje,
Right arm Offbreak,66.667,0.5773502691896258,0,inf,3,A Nortje,
Left arm Fast,50.0,0.7071067811865476,1,2.0,2,Washington Sundar,
Left arm Orthodox,25.0,0.5,1,4.0,4,Washington Sundar,
Right arm Fast,146.341,2.0505799298687406,4,10.25,41,Washington Sundar,
Right arm Legbreak,120.0,1.6431676725154982,0,inf,5,Washington Sundar,
Right arm Offbreak,80.0,0.4472135954999579,0,inf,5,Washington Sundar,
Right arm Fast,109.091,1.5782614139961386,0,inf,11,Navdeep Saini,
Left arm Fast,136.842,1.668358092197431,4,28.5,114,BA King,
Left arm Orthodox,105.882,1.5380332306186997,2,42.5,85,BA King,
Left arm Wrist spin,77.778,1.3397282541141675,2,13.5,27,BA King,
Right arm Fast,128.906,1.7156824229648646,14,18.286,256,BA King,
Right arm Legbreak,148.214,1.940475203511762,2,56.0,112,BA King,
Right arm Offbreak,135.955,1.8043331115756014,5,17.8,89,BA King,
Left arm Fast,118.182,1.4709304414677002,0,inf,11,S Dube,
Left arm Orthodox,160.0,1.9550504398153572,0,inf,10,S Dube,
Left arm Wrist spin,118.182,1.721521525754576,0,inf,11,S Dube,
Right arm Fast,162.5,1.8237185547908996,2,40.0,80,S Dube,
Right arm Legbreak,72.727,1.1908743922772957,3,3.667,11,S Dube,
Right arm Offbreak,180.0,2.4192212753171978,0,inf,20,S Dube,
Left arm Fast,120.0,1.6431676725154984,1,5.0,5,DL Chahar,
Left arm Orthodox,150.0,2.2677868380553634,0,inf,8,DL Chahar,
Right arm Fast,233.333,2.2572634084745395,1,15.0,15,DL Chahar,
Left arm Fast,50.0,0.7071067811865476,1,2.0,2,HR Walsh,
Left arm Wrist spin,0.0,0.0,0,inf,3,HR Walsh,
Right arm Fast,79.31,1.6771427732227806,2,14.5,29,HR Walsh,
Right arm Legbreak,50.0,0.7071067811865476,0,inf,2,HR Walsh,
Left arm Fast,142.857,1.3972762620115438,1,7.0,7,SM Curran,
Left arm Orthodox,55.0,0.5104177855340404,3,6.667,20,SM Curran,
Left arm Wrist spin,175.0,2.872281323269014,1,4.0,4,SM Curran,
Right arm Fast,144.898,1.872879964227274,7,14.0,98,SM Curran,
Right arm Legbreak,83.333,0.408248290463863,0,inf,6,SM Curran,
Right arm Offbreak,83.333,0.408248290463863,0,inf,6,SM Curran,
Left arm Fast,40.0,0.5477225575051662,1,5.0,5,L Gregory,
Left arm Orthodox,100.0,2.0701966780270626,1,8.0,8,L Gregory,
Right arm Fast,156.25,1.7114808402861734,2,8.0,16,L Gregory,
Right arm Legbreak,88.889,0.6009252125773316,1,9.0,9,L Gregory,
Left arm Orthodox,40.0,0.5477225575051662,0,inf,5,S Mahmood,
Right arm Fast,57.143,1.1578684470436789,3,4.667,14,S Mahmood,
Right arm Legbreak,100.0,0.0,0,inf,2,S Mahmood,
Right arm Fast,44.444,0.5270462766947299,0,inf,9,PR Brown,
Left arm Fast,113.793,1.6162364324833882,3,19.333,58,JDS Neesham,
Left arm Orthodox,126.316,1.6613951721756794,3,6.333,19,JDS Neesham,
Right arm Fast,166.286,1.8923751593810265,11,15.909,175,JDS Neesham,
Right arm Legbreak,112.5,1.8722806367125353,4,6.0,24,JDS Neesham,
Right arm Offbreak,61.111,0.6978023391872253,0,inf,18,JDS Neesham,
Left arm Fast,94.444,1.5481684006675105,1,36.0,36,T Banton,
Left arm Orthodox,162.5,2.039021504460454,3,8.0,24,T Banton,
Right arm Fast,164.103,1.933802921601304,7,11.143,78,T Banton,
Right arm Legbreak,90.909,1.2210278829367867,0,inf,11,T Banton,
Left arm Fast,133.333,0.5773502691896257,0,inf,3,BM Tickner,
Right arm Fast,25.0,0.4629100498862757,1,8.0,8,BM Tickner,
Left arm Fast,166.667,1.970801352499661,1,24.0,24,SV Samson,
Left arm Orthodox,62.5,0.5175491695067657,0,inf,8,SV Samson,
Left arm Wrist spin,600.0,,0,inf,1,SV Samson,
Right arm Fast,113.158,1.58612404107756,5,15.2,76,SV Samson,
Right arm Legbreak,72.414,0.9597824055533901,5,5.8,29,SV Samson,
Right arm Offbreak,140.909,1.5324767040594283,2,11.0,22,SV Samson,
Left arm Fast,0.0,0.0,1,3.0,3,SN Thakur,
Left arm Orthodox,60.0,0.8944271909999159,0,inf,5,SN Thakur,
Right arm Fast,213.043,2.159636918686416,2,11.5,23,SN Thakur,
Right arm Legbreak,175.0,1.707825127659933,0,inf,4,SN Thakur,
Right arm Fast,50.0,0.7071067811865476,0,inf,2,HK Bennett,
Left arm Orthodox,160.0,2.5099800796022267,0,inf,5,HD Rutherford,
Right arm Fast,134.783,1.7665709572105797,5,9.2,46,HD Rutherford,
Right arm Offbreak,100.0,0.0,0,inf,2,HD Rutherford,
Right arm Legbreak,50.0,1.0,1,4.0,4,TD Astle,
Right arm Offbreak,100.0,,0,inf,1,TD Astle,
Left arm Fast,33.333,0.5773502691896258,1,3.0,3,LD Madushanka,
Left arm Orthodox,58.333,0.6685579234215214,1,12.0,12,LD Madushanka,
Right arm Fast,112.5,1.3562026818605375,0,inf,8,LD Madushanka,
Right arm Legbreak,83.333,0.752772652709081,0,inf,6,LD Madushanka,
Left arm Fast,53.571,0.9993384054849732,2,14.0,28,Hazratullah,
Left arm Orthodox,0.0,0.0,1,2.0,2,Hazratullah,
Right arm Fast,102.439,1.5313643538038797,6,13.667,82,Hazratullah,
Right arm Legbreak,111.111,1.90029237516523,0,inf,9,Hazratullah,
Right arm Offbreak,72.727,1.2720777563426766,0,inf,11,Hazratullah,
Left arm Fast,97.826,1.4374225456974117,0,inf,46,Rahmanullah Gurbaz,
Left arm Orthodox,114.634,1.782708271279349,1,41.0,41,Rahmanullah Gurbaz,
Left arm Wrist spin,137.5,2.326094212561969,1,8.0,8,Rahmanullah Gurbaz,
Right arm Fast,146.237,1.9371706299147327,12,15.5,186,Rahmanullah Gurbaz,
Right arm Legbreak,47.059,0.7174300539794393,2,8.5,17,Rahmanullah Gurbaz,
Right arm Offbreak,128.571,1.9530196400153566,1,21.0,21,Rahmanullah Gurbaz,
Left arm Fast,127.273,1.7188791273808217,2,16.5,33,Ibrahim Zadran,
Left arm Orthodox,87.755,0.9710958814063387,1,49.0,49,Ibrahim Zadran,
Left arm Wrist spin,40.0,0.5477225575051662,0,inf,5,Ibrahim Zadran,
Right arm Fast,83.511,1.249359831522585,6,31.333,188,Ibrahim Zadran,
Right arm Legbreak,103.75,1.2267457207144188,2,40.0,80,Ibrahim Zadran,
Right arm Offbreak,149.091,1.7413567217325783,1,55.0,55,Ibrahim Zadran,
Left arm Fast,0.0,0.0,0,inf,3,Asghar Stanikzai,
Left arm Orthodox,127.273,1.954016841836789,0,inf,11,Asghar Stanikzai,
Right arm Fast,109.091,1.4913421739880601,4,11.0,44,Asghar Stanikzai,
Right arm Legbreak,83.333,0.752772652709081,0,inf,6,Asghar Stanikzai,
Left arm Fast,127.586,1.6012618177134543,2,14.5,29,Najibullah Zadran,
Left arm Orthodox,118.182,1.867934016280417,0,inf,22,Najibullah Zadran,
Right arm Fast,90.226,1.3643994219576665,7,19.0,133,Najibullah Zadran,
Right arm Legbreak,150.98,1.9633904249497387,4,12.75,51,Najibullah Zadran,
Right arm Offbreak,112.5,1.2041594578792296,1,16.0,16,Najibullah Zadran,
Left arm Fast,100.0,0.9701425001453319,1,18.0,18,Mohammad Nabi,
Left arm Orthodox,94.737,1.35292621998583,0,inf,19,Mohammad Nabi,
Left arm Wrist spin,320.0,2.588435821108957,0,inf,5,Mohammad Nabi,
Right arm Fast,121.101,1.5279700555494515,10,10.9,109,Mohammad Nabi,
Right arm Legbreak,144.737,1.796353188968238,2,19.0,38,Mohammad Nabi,
Right arm Offbreak,80.0,1.105012502906165,1,20.0,20,Mohammad Nabi,
Left arm Fast,116.0,1.624807680927192,1,25.0,25,Gulbadin Naib,
Left arm Orthodox,92.308,1.0377490433255416,1,13.0,13,Gulbadin Naib,
Left arm Wrist spin,50.0,0.5477225575051661,0,inf,6,Gulbadin Naib,
Right arm Fast,163.107,1.9752899576782708,1,103.0,103,Gulbadin Naib,
Right arm Legbreak,114.0,1.6538143912834737,3,16.667,50,Gulbadin Naib,
Right arm Offbreak,108.333,1.3805061033727,1,24.0,24,Gulbadin Naib,
Left arm Fast,20.0,0.447213595499958,1,5.0,5,Rashid Khan,
Left arm Orthodox,110.0,1.5951314818673865,1,10.0,10,Rashid Khan,
Right arm Fast,148.438,1.9999379950705933,3,21.333,64,Rashid Khan,
Right arm Legbreak,33.333,0.5163977794943222,1,6.0,6,Rashid Khan,
Right arm Offbreak,66.667,0.7071067811865476,1,9.0,9,Rashid Khan,
Left arm Orthodox,33.333,0.5773502691896258,0,inf,3,Fareed Ahmad,
Right arm Fast,111.765,1.5764815627361644,1,17.0,17,Fareed Ahmad,
Right arm Legbreak,109.091,1.513574937328539,0,inf,11,Fareed Ahmad,
Right arm Offbreak,0.0,0.0,0,inf,3,Fareed Ahmad,
Left arm Fast,50.0,0.7071067811865476,0,inf,2,Naveen-ul-Haq,
Right arm Fast,42.857,0.5345224838248488,3,2.333,7,Naveen-ul-Haq,
Right arm Legbreak,75.0,1.3887301496588271,0,inf,8,Naveen-ul-Haq,
Right arm Offbreak,100.0,2.0,0,inf,4,Naveen-ul-Haq,
Left arm Fast,187.5,2.416461403433896,0,inf,8,Mujeeb Ur Rahman,
Right arm Fast,109.091,1.7580981459830651,1,11.0,11,Mujeeb Ur Rahman,
Right arm Legbreak,85.714,1.4638501094227998,2,3.5,7,Mujeeb Ur Rahman,
Right arm Offbreak,136.364,2.2033033051637387,1,11.0,11,Mujeeb Ur Rahman,
Left arm Fast,214.286,2.32992949004287,2,10.5,21,SE Rutherford,
Right arm Fast,118.75,1.8697147732564272,3,5.333,16,SE Rutherford,
Right arm Legbreak,132.258,1.7202150403209004,2,15.5,31,SE Rutherford,
Right arm Offbreak,85.714,1.0994504121565505,0,inf,14,SE Rutherford,
Left arm Fast,105.0,1.5035046776746235,3,6.667,20,Karim Janat,
Left arm Orthodox,92.308,1.0377490433255416,2,6.5,13,Karim Janat,
Left arm Wrist spin,50.0,0.8366600265340756,0,inf,6,Karim Janat,
Right arm Fast,101.961,1.5810148143320022,5,10.2,51,Karim Janat,
Right arm Legbreak,81.081,1.1746828848161022,2,18.5,37,Karim Janat,
Right arm Offbreak,181.25,1.796988221070652,0,inf,16,Karim Janat,
Left arm Fast,102.778,1.3832903034041928,3,12.0,36,Haider Ali,
Left arm Orthodox,103.846,1.6847734383179058,0,inf,26,Haider Ali,
Left arm Wrist spin,66.667,1.1547005383792517,2,6.0,12,Haider Ali,
Right arm Fast,147.368,1.829988763038131,9,12.667,114,Haider Ali,
Right arm Legbreak,106.667,1.436790804568276,2,15.0,30,Haider Ali,
Right arm Offbreak,137.5,1.922609833384967,0,inf,8,Haider Ali,
Left arm Fast,133.333,2.065591117977289,0,inf,6,M Bhanuka,
Left arm Orthodox,0.0,,1,1.0,1,M Bhanuka,
Left arm Wrist spin,100.0,0.7559289460184544,1,8.0,8,M Bhanuka,
Right arm Fast,83.333,1.2617266038997932,0,inf,30,M Bhanuka,
Right arm Legbreak,88.462,1.0705857490896498,1,26.0,26,M Bhanuka,
Left arm Fast,100.0,1.7320508075688774,1,5.0,5,SA Abbott,
Right arm Fast,36.364,0.504524979109513,3,3.667,11,SA Abbott,
Left arm Fast,187.5,1.807721533549109,1,8.0,8,DR Sams,
Left arm Orthodox,0.0,,0,inf,1,DR Sams,
Right arm Fast,168.75,2.023816526598529,0,inf,16,DR Sams,
Right arm Legbreak,71.429,0.9511897312113419,1,7.0,7,DR Sams,
Left arm Fast,115.909,1.388676403112001,4,22.0,88,DP Conway,
Left arm Orthodox,138.776,1.5654648741216912,3,16.333,49,DP Conway,
Left arm Wrist spin,175.0,1.3887301496588271,0,inf,8,DP Conway,
Right arm Fast,124.518,1.549531263432922,10,36.3,363,DP Conway,
Right arm Legbreak,124.528,1.439651550134314,1,106.0,106,DP Conway,
Right arm Offbreak,134.783,1.5322617553657476,3,23.0,69,DP Conway,
Left arm Fast,136.62,2.0992477334220623,7,10.143,71,KR Mayers,
Left arm Orthodox,145.455,2.0407111908602267,4,5.5,22,KR Mayers,
Left arm Wrist spin,190.0,2.4698178070456938,0,inf,10,KR Mayers,
Right arm Fast,142.478,1.9585221730687719,6,18.833,113,KR Mayers,
Right arm Legbreak,77.778,1.4371358589653878,3,6.0,18,KR Mayers,
Right arm Offbreak,82.353,1.5853608371463008,1,34.0,34,KR Mayers,
Left arm Fast,260.0,2.4083189157584592,1,5.0,5,Abdullah Shafique,
Right arm Fast,0.0,0.0,2,2.0,4,Abdullah Shafique,
Right arm Legbreak,0.0,0.0,1,2.0,2,Abdullah Shafique,
Right arm Offbreak,142.857,2.0701966780270626,0,inf,7,Abdullah Shafique,
Left arm Fast,115.385,1.5730095277394138,2,6.5,13,Haris Rauf,
Right arm Fast,130.0,2.0025845369387545,5,6.0,30,Haris Rauf,
Right arm Legbreak,0.0,,0,inf,1,Haris Rauf,
Right arm Offbreak,100.0,,0,inf,1,Haris Rauf,
Left arm Fast,85.0,1.631111987507134,3,6.667,20,JR Philippe,
Left arm Orthodox,108.333,1.3113721705515067,0,inf,12,JR Philippe,
Right arm Fast,114.286,1.3893572574576256,1,42.0,42,JR Philippe,
Right arm Legbreak,58.333,0.6685579234215215,4,3.0,12,JR Philippe,
Left arm Orthodox,100.0,1.247219128924647,1,10.0,10,KA Jamieson,
Right arm Fast,166.667,1.7593288763724921,1,15.0,15,KA Jamieson,
Right arm Legbreak,200.0,1.7320508075688772,0,inf,3,KA Jamieson,
Left arm Fast,150.0,1.9272482233188633,2,4.0,8,GF Linde,
Left arm Orthodox,400.0,2.8284271247461903,0,inf,2,GF Linde,
Right arm Fast,114.286,1.647508942095828,5,7.0,35,GF Linde,
Right arm Legbreak,171.429,2.0586634591635513,0,inf,7,GF Linde,
Left arm Fast,0.0,0.0,2,2.0,4,MW Parkinson,
Right arm Fast,0.0,0.0,1,4.0,4,MW Parkinson,
Left arm Fast,89.474,1.5949481650269413,1,19.0,19,Sohaib Maqsood,
Left arm Orthodox,83.333,0.752772652709081,0,inf,6,Sohaib Maqsood,
Right arm Fast,134.921,1.6476643308197856,6,10.5,63,Sohaib Maqsood,
Right arm Legbreak,105.263,1.5057972373652766,2,19.0,38,Sohaib Maqsood,
Right arm Offbreak,116.667,1.7968225924034429,2,18.0,36,Sohaib Maqsood,
Right arm Fast,126.316,1.6276126096272245,2,9.5,19,Azam Khan,
Right arm Legbreak,50.0,0.5345224838248488,2,4.0,8,Azam Khan,
Left arm Orthodox,100.0,,0,inf,1,GJ Snyman,
Right arm Legbreak,20.0,0.4472135954999579,1,5.0,5,GJ Snyman,
Left arm Fast,181.818,1.9908883353006928,0,inf,11,Usman Qadir,
Right arm Fast,112.5,1.3562026818605375,0,inf,8,Usman Qadir,
Right arm Offbreak,50.0,0.7071067811865476,1,2.0,2,Usman Qadir,
Left arm Fast,83.158,1.3261095842121442,4,23.75,95,Ishan Kishan,
Left arm Orthodox,143.75,1.5437177579237185,1,32.0,32,Ishan Kishan,
Left arm Wrist spin,222.222,1.986062547968831,0,inf,9,Ishan Kishan,
Right arm Fast,131.111,1.785634918871173,6,37.5,225,Ishan Kishan,
Right arm Legbreak,163.235,1.9539811007862964,4,17.0,68,Ishan Kishan,
Right arm Offbreak,77.551,1.1773081252453443,5,9.8,49,Ishan Kishan,
Left arm Fast,50.0,0.7071067811865476,0,inf,2,JC Archer,
Left arm Fast,207.438,2.1608844225463115,7,17.286,121,SA Yadav,
Left arm Orthodox,123.944,1.6542641117045362,2,71.0,142,SA Yadav,
Left arm Wrist spin,117.241,1.4897019240976024,1,29.0,29,SA Yadav,
Right arm Fast,169.863,2.0453772056106327,18,24.333,438,SA Yadav,
Right arm Legbreak,178.102,1.845962718965656,4,34.25,137,SA Yadav,
Right arm Offbreak,153.933,1.6240814171211373,1,89.0,89,SA Yadav,
Left arm Fast,81.818,1.2504544628399563,0,inf,11,B Fernando,
Left arm Orthodox,20.0,0.4472135954999579,0,inf,5,B Fernando,
Right arm Fast,80.0,1.3038404810405297,1,5.0,5,B Fernando,
Right arm Legbreak,150.0,1.51657508881031,0,inf,6,B Fernando,
Right arm Offbreak,233.333,3.214550253664318,1,3.0,3,B Fernando,
Right arm Fast,160.0,2.065591117977289,2,5.0,10,WJ Lubbe,
Left arm Fast,250.0,2.6770630673681683,0,inf,10,SSB Magala,
Right arm Fast,112.5,2.03100960115899,1,8.0,8,SSB Magala,
Left arm Fast,125.0,1.8929694486000912,0,inf,4,PWA Mulder,
Right arm Fast,71.429,0.6112498455021266,1,14.0,14,PWA Mulder,
Left arm Fast,25.0,0.5,0,inf,4,LB Williams,
Left arm Wrist spin,0.0,0.0,1,2.0,2,LB Williams,
Right arm Fast,66.667,0.5773502691896258,1,3.0,3,LB Williams,
Left arm Fast,115.044,1.5481627298767788,3,37.667,113,P Nissanka,
Left arm Orthodox,111.494,1.3331662552361982,1,87.0,87,P Nissanka,
Left arm Wrist spin,84.615,1.281025230440697,0,inf,13,P Nissanka,
Right arm Fast,112.948,1.4874378213021986,14,25.929,363,P Nissanka,
Right arm Legbreak,108.219,1.2990747204745197,5,14.6,73,P Nissanka,
Right arm Offbreak,130.645,1.4775778770901413,2,31.0,62,P Nissanka,
Left arm Fast,137.5,1.9955307206712847,0,inf,8,KNA Bandara,
Left arm Orthodox,150.0,2.258317958127243,0,inf,6,KNA Bandara,
Left arm Wrist spin,200.0,3.4641016151377544,0,inf,3,KNA Bandara,
Right arm Fast,84.615,0.9248700532424086,2,13.0,26,KNA Bandara,
Right arm Legbreak,45.455,0.5222329678670935,1,11.0,11,KNA Bandara,
Left arm Wrist spin,20.0,0.447213595499958,1,5.0,5,K Sinclair,
Right arm Fast,0.0,,0,inf,1,K Sinclair,
Right arm Legbreak,66.667,0.5773502691896258,0,inf,3,K Sinclair,
Left arm Fast,100.0,0.0,0,inf,2,FH Edwards,
Left arm Wrist spin,50.0,0.7071067811865476,0,inf,2,FH Edwards,
Right arm Fast,88.889,1.3642254619787417,0,inf,9,FH Edwards,
Left arm Fast,106.78,1.472324069223857,2,29.5,59,R Shepherd,
Left arm Orthodox,142.857,2.0701966780270626,2,3.5,7,R Shepherd,
Left arm Wrist spin,50.0,0.7071067811865476,0,inf,2,R Shepherd,
Right arm Fast,155.0,1.9713862220183127,2,50.0,100,R Shepherd,
Right arm Legbreak,183.333,2.4070973488953085,0,inf,18,R Shepherd,
Right arm Offbreak,120.0,2.6832815729997477,1,5.0,5,R Shepherd,
Left arm Fast,90.909,1.5782614139961386,2,5.5,11,AJ Hosein,
Right arm Fast,95.122,1.3219534695327806,4,10.25,41,AJ Hosein,
Right arm Legbreak,106.667,1.8742048122232855,1,30.0,30,AJ Hosein,
Right arm Offbreak,25.0,0.5,0,inf,4,AJ Hosein,
Left arm Fast,75.0,0.8864052604279183,1,8.0,8,HC Brook,
Left arm Orthodox,93.023,1.077814120320544,2,21.5,43,HC Brook,
Right arm Fast,167.956,1.9023587181310881,5,36.2,181,HC Brook,
Right arm Legbreak,147.541,1.9374085559242031,6,10.167,61,HC Brook,
Right arm Offbreak,109.091,1.3769908845391448,1,22.0,22,HC Brook,
Left arm Fast,144.444,2.1278575558006176,0,inf,9,PD Salt,
Left arm Orthodox,161.111,1.7869377206398331,3,36.0,108,PD Salt,
Right arm Fast,192.771,2.0137896283864554,8,20.75,166,PD Salt,
Right arm Legbreak,100.0,1.0327955589886444,0,inf,16,PD Salt,
Left arm Fast,33.333,0.5773502691896258,1,3.0,3,GHS Garton,
Right arm Fast,100.0,,0,inf,1,GHS Garton,
Left arm Fast,60.0,0.8944271909999159,1,5.0,5,RJW Topley,
Right arm Fast,90.0,1.1972189997378648,0,inf,10,RJW Topley,
Right arm Fast,0.0,,1,1.0,1,PP Shaw,
Left arm Fast,88.095,1.1729134239645072,3,14.0,42,KIC Asalanka,
Left arm Orthodox,125.714,1.5942443058804692,0,inf,70,KIC Asalanka,
Left arm Wrist spin,61.538,0.6504436355879909,1,13.0,13,KIC Asalanka,
Right arm Fast,124.016,1.6494703829629338,9,28.222,254,KIC Asalanka,
Right arm Legbreak,103.896,1.4818334877118178,7,11.0,77,KIC Asalanka,
Right arm Offbreak,113.043,1.3761249241123734,2,23.0,46,KIC Asalanka,
Left arm Fast,89.286,1.2863754913562,1,28.0,28,C Karunaratne,
Left arm Orthodox,61.29,1.1453505825681705,1,31.0,31,C Karunaratne,
Left arm Wrist spin,125.0,2.052872551885702,1,8.0,8,C Karunaratne,
Right arm Fast,122.093,1.6620410045957328,9,9.556,86,C Karunaratne,
Right arm Legbreak,25.0,0.4629100498862757,0,inf,8,C Karunaratne,
Right arm Offbreak,114.286,1.67142178807469,1,28.0,28,C Karunaratne,
Left arm Fast,110.526,1.3701069237311885,1,19.0,19,RD Gaikwad,
Left arm Orthodox,140.0,1.6733200530681511,1,5.0,5,RD Gaikwad,
Left arm Wrist spin,100.0,0.0,0,inf,4,RD Gaikwad,
Right arm Fast,114.815,1.6210421887717104,4,20.25,81,RD Gaikwad,
Right arm Legbreak,120.588,1.3206842066211508,2,17.0,34,RD Gaikwad,
Right arm Offbreak,147.619,1.6315344807587615,0,inf,21,RD Gaikwad,
Right arm Fast,71.429,1.2043875831929896,0,inf,14,D Padikkal,
Right arm Legbreak,150.0,1.7320508075688772,1,4.0,4,D Padikkal,
Right arm Offbreak,110.0,1.2937094768634556,1,20.0,20,D Padikkal,
Right arm Fast,50.0,0.7071067811865476,2,5.0,10,N Rana,
Right arm Legbreak,66.667,0.5,0,inf,9,N Rana,
Right arm Offbreak,36.364,0.504524979109513,0,inf,11,N Rana,
Left arm Fast,0.0,0.0,1,2.0,2,RTM Mendis,
Right arm Fast,100.0,,0,inf,1,RTM Mendis,
Right arm Legbreak,50.0,0.7071067811865476,0,inf,2,RTM Mendis,
